"native","family","genus","familyId","genusId","physiognomy","synonymGC","commonName","nameDNR","speciesId"
"N","Asteraceae","Bidens",5,85,"H","Bidens vulgata","common beggarticks","Bidens vulgata",1242
"N","Asteraceae","Bidens",5,85,"H","Bidens frondosa","leafy beggarticks","Bidens frondosa",1243
"N","Polygonaceae","Bistorta",116,2011,"H","Polygonum viviparum","alpine bistort","Bistorta vivipara",1244
"N","Lamiaceae","Blephilia",12,86,"H","Blephilia hirsuta","woodmint","Blephilia hirsuta",1245
"N","Brassicaceae","Boechera",18,1120,"H","Arabis canadensis","sicklepod","Boechera canadensis",1246
"N","Brassicaceae","Boechera",18,1120,"H","Arabis holboellii","Collins' rock cress","Boechera collinsii",1247
"N","Brassicaceae","Boechera",18,1120,"H","Arabis divaricarpa","spreading rock cress","Boechera grahamii",1248
"N","Brassicaceae","Boechera",18,1120,"H","Arabis laevigata, Arabis laevigata var. laevigata","smooth rock cress","Boechera laevigata",1249
"N","Brassicaceae","Boechera",18,1120,"H","Arabis missouriensis","green rock cress","Boechera missouriensis",1250
"N","Brassicaceae","Boechera",18,1120,"H","Arabis drummondii","Drummond's rock cress","Boechera stricta",1251
"N","Brassicaceae","Boechera",18,1120,"H","Arabis shortii","stellate rock cress","Boechera dentata",1252
"N","Urticaceae","Boehmeria",35,75,"H","Boehmeria cylindrica","false nettle","Boehmeria cylindrica",1253
"N","Cyperaceae","Bolboschoenus",36,116,"G","Scirpus fluviatilis","river bulrush","Bolboschoenus fluviatilis",1254
"N","Cyperaceae","Bolboschoenus",36,116,"G","Scirpus maritimus var. paludosus","prairie bulrush","Bolboschoenus maritimus subsp. paludosus",1255
"N","Asteraceae","Boltonia",5,13,"H","Boltonia asteroides","false aster","Boltonia asteroides",1256
"N","Asteraceae","Boltonia",5,13,"H","Boltonia asteroides var. recognita","false aster","Boltonia asteroides var. recognita",1257
"N","Asteraceae","Boltonia",5,13,"H","Boltonia asteroides var. latisquama","false aster","Boltonia asteroides var. latisquama",1258
"N","Ophioglossaceae","Botrychium",37,152,"H","Botrychium lanceolatum, Botrychium lanceolatum var. angustisegmentum","narrow triangle moonwort","Botrychium angustisegmentum",1259
"N","Ophioglossaceae","Botrychium",37,152,"H","","upswept moonwort","Botrychium ascendens",1260
"N","Ophioglossaceae","Botrychium",37,152,"H","Botrychium campestre","prairie moonwort","Botrychium campestre var. campestre",1261
"N","Ophioglossaceae","Botrychium",37,152,"H","","slender prairie moonwort","Botrychium campestre var. lineare",1262
"N","Ophioglossaceae","Botrychium",37,152,"H","","crenulate moonwort","Botrychium crenulatum",1263
"N","Ophioglossaceae","Botrychium",37,152,"H","","Frenchman's Bluff moonwort","Botrychium gallicomontanum",1264
"N","Ophioglossaceae","Botrychium",37,152,"H","Botrychium matricariaefolium var. matricariaefolium","daisy-leaved moonwort","Botrychium matricariifolium",1265
"N","Ophioglossaceae","Botrychium",37,152,"H","","Michigan moonwort","Botrychium michiganense",1266
"N","Ophioglossaceae","Botrychium",37,152,"H","Botrychium minganense","Mingan moonwort","Botrychium minganense",1267
"N","Ophioglossaceae","Botrychium",37,152,"H","Botrychium mormo","little goblin","Botrychium mormo",1268
"N","Ophioglossaceae","Botrychium",37,152,"H","Botrychium lunaria","New World moonwort","Botrychium neolunaria",1269
"N","Ophioglossaceae","Botrychium",37,152,"H","","pale moonwort","Botrychium pallidum",1270
"N","Ophioglossaceae","Botrychium",37,152,"H","Botrychium simplex var. simplex","least moonwort","Botrychium simplex var. simplex",1271
"N","Ophioglossaceae","Botrychium",37,152,"H","","spatulate moonwort","Botrychium spathulatum",1272
"N","Ophioglossaceae","Botrychium",37,152,"H","","swamp moonwort ","Botrychium tenebrosum",1273
"N","Ophioglossaceae","Botrychium",37,152,"H","","prairie moonwort","Botrychium campestre",1274
"N","Ophioglossaceae","Botrypus",37,1142,"H","Botrychium virginianum","rattlesnake fern","Botrypus virginianus",1275
"N","Poaceae","Bouteloua",14,585,"G","Bouteloua gracilis","blue grama","Bouteloua gracilis",1276
"N","Poaceae","Bouteloua",14,585,"G","","hairy grama","Bouteloua hirsuta var. hirsuta",1277
"N","Poaceae","Bouteloua",14,585,"G","Bouteloua curtipendula var. curtipendula","side-oats grama","Bouteloua curtipendula var. curtipendula",1278
"N","Poaceae","Brachyelytrum",14,586,"G","Brachyelytrum erectum s.l., Brachyelytrum erectum var. glabratum","northern shorthusk","Brachyelytrum aristosum",1279
"N","Poaceae","Brachyelytrum",14,586,"G","Brachyelytrum erectum s.l., Brachyelytrum erectum var. erectum","bearded shorthusk","Brachyelytrum erectum",1280
"N","Cabombaceae","Brasenia",149,720,"F,H","Brasenia schreberi","watershield","Brasenia schreberi",1281
"I","Brassicaceae","Brassica",18,587,"H","Brassica juncea","Indian mustard","Brassica juncea",1282
"I","Brassicaceae","Brassica",18,587,"H","Brassica nigra","black mustard","Brassica nigra",1283
"I","Brassicaceae","Brassica",18,587,"H","Brassica rapa","field mustard","Brassica rapa",1284
"N","Asteraceae","Brickellia",5,458,"H","Kuhnia eupatorioides var. corymbulosa","false boneset","Brickellia eupatorioides var. corymbulosa",1285
"N","Poaceae","Bromus",14,76,"G","Bromus ciliatus","fringed brome","Bromus ciliatus",1286
"I","Poaceae","Bromus",14,76,"G","Bromus inermis","smooth brome","Bromus inermis",1287
"N","Poaceae","Bromus",14,76,"G","Bromus kalmii","Kalm's brome","Bromus kalmii",1288
"N","Poaceae","Bromus",14,76,"G","Bromus altissimus","broad-glumed brome","Bromus latiglumis",1289
"N","Poaceae","Bromus",14,76,"G","Bromus pubescens","hairy brome","Bromus pubescens",1290
"I","Poaceae","Bromus",14,76,"G","Bromus secalinus","rye brome","Bromus secalinus",1291
"I","Poaceae","Bromus",14,76,"G","Bromus tectorum","cheatgrass","Bromus tectorum",1292
"I","Poaceae","Bromus",14,76,"G","Bromus japonicus","Japanese brome","Bromus japonicus",1293
"N","Poaceae","Buchloe",14,1140,"G","Buchloe dactyloides","buffalo grass","Buchloe dactyloides",1294
"N","Cyperaceae","Bulbostylis",36,726,"G","Bulbostylis capillaris","densetuft hairsedge","Bulbostylis capillaris",1295
"I","Butomaceae","Butomus",148,728,"H","Butomus umbellatus","flowering rush","Butomus umbellatus",1296
"N","Poaceae","Calamagrostis",14,344,"G","Calamagrostis canadensis","bluejoint","Calamagrostis canadensis var. canadensis",1297
"N","Poaceae","Calamagrostis",14,344,"G","Calamagrostis canadensis","bluejoint","Calamagrostis canadensis var. langsdorfii",1298
"N","Poaceae","Calamagrostis",14,344,"G","Calamagrostis canadensis","bluejoint","Calamagrostis canadensis var. macouniana",1299
"N","Poaceae","Calamagrostis",14,344,"G","Calamagrostis canadensis","bluejoint","Calamagrostis canadensis",1300
"N","Poaceae","Calamagrostis",14,344,"G","Calamagrostis purpurascens","purple reedgrass","Calamagrostis purpurascens",1301
"N","Poaceae","Calamagrostis",14,344,"G","Calamagrostis stricta","slimstem reedgrass","Calamagrostis stricta",1302
"N","Poaceae","Calamagrostis",14,344,"G","Calamagrostis lacustris, Calamagrostis stricta","slimstem reedgrass","Calamagrostis stricta subsp. inexpansa",1303
"N","Poaceae","Calamagrostis",14,344,"G","","narrow reedgrass","Calamagrostis stricta subsp. stricta",1304
"N","Poaceae","Calamagrostis",14,344,"G","Calamagrostis montanensis","Plains reedgrass","Calamagrostis montanensis",1305
"N","Poaceae","Calamovilfa",14,117,"G","Calamovilfa longifolia var. longifolia","prairie sandreed","Calamovilfa longifolia var. longifolia",1306
"N","Araceae","Calla",27,95,"H","Calla palustris","wild calla","Calla palustris",1307
"N","Malvaceae","Callirhoe",2,730,"H","Callirhoe triangulata","clustered poppy-mallow","Callirhoe triangulata",1308
"N","Callitrichaceae","Callitriche",38,237,"F,H","Callitriche hermaphroditica","autumn water starwort","Callitriche hermaphroditica",1309
"N","Callitrichaceae","Callitriche",38,237,"F,H","Callitriche heterophylla","larger water starwort","Callitriche heterophylla",1310
"N","Callitrichaceae","Callitriche",38,237,"F,H","Callitriche palustris","spring water starwort","Callitriche palustris",1311
"N","Orchidaceae","Calopogon",23,196,"H","Calopogon tuberosus var. tuberosus","tuberous grass pink","Calopogon tuberosus var. tuberosus",1312
"N","Orchidaceae","Calopogon",23,196,"H","Calopogon oklahomensis","Oklahoma grass pink","Calopogon oklahomensis",1313
"N","Ranunculaceae","Caltha",7,346,"H","Caltha natans","floating marsh marigold","Caltha natans",1314
"N","Ranunculaceae","Caltha",7,346,"H","Caltha palustris","common marsh marigold","Caltha palustris",1315
"N","Orchidaceae","Calypso",23,2012,"H","Calypso bulbosa var. americana","fairy slipper","Calypso bulbosa var. americana",1316
"N","Convolvulaceae","Calystegia",40,110,"H","Calystegia sepium","hedge bindweed","Calystegia sepium",1317
"N","Convolvulaceae","Calystegia",40,110,"H","","hedge bindweed","Calystegia sepium subsp. angulata",1318
"N","Convolvulaceae","Calystegia",40,110,"H","","Appalachia false bindweed","Calystegia sepium subsp. appalachiana",1319
"N","Convolvulaceae","Calystegia",40,110,"H","","Macoun's false bindweed","Calystegia macounii",1320
"N","Convolvulaceae","Calystegia",40,110,"H","","upright bindweed","Calystegia spithamaea subsp. spithamaea",1321
"N","Convolvulaceae","Calystegia",40,110,"H","","upright bindweed","Calystegia spithamaea subsp. stans",1322
"N","Convolvulaceae","Calystegia",40,110,"H","Calystegia spithamaea","upright bindweed","Calystegia spithamaea",1323
"I","Brassicaceae","Camelina",18,734,"H","Camelina alyssum","European false flax","Camelina alyssum",1324
"I","Brassicaceae","Camelina",18,734,"H","Camelina sativa","large-seeded false flax","Camelina sativa",1325
"I","Brassicaceae","Camelina",18,734,"H","Camelina microcarpa","small-seeded false flax","Camelina microcarpa",1326
"N","Campanulaceae","Campanula",41,162,"H","Campanula americana","tall bellflower","Campanula americana",1327
"N","Campanulaceae","Campanula",41,162,"H","Campanula aparinoides","marsh bellflower","Campanula aparinoides",1328
"N","Campanulaceae","Campanula",41,162,"H","Campanula aparinoides var. grandiflora","marsh bellflower","Campanula aparinoides var. grandiflora",1329
"I","Campanulaceae","Campanula",41,162,"H","Campanula cervicaria","bristly bluebells","Campanula cervicaria",1330
"I","Campanulaceae","Campanula",41,162,"H","Campanula rapunculoides","European bellflower","Campanula rapunculoides",1331
"N","Campanulaceae","Campanula",41,162,"H","Campanula rotundifolia","harebell","Campanula rotundifolia",1332
"N","Campanulaceae","Campanula",41,162,"H","Campanula aparinoides var. aparinoides","marsh bellflower","Campanula aparinoides var. aparinoides",1333
"N","Asteraceae","Canadanthus",5,2013,"H","Aster modestus","modest aster","Canadanthus modestus",1334
"I","Cannabaceae","Cannabis",151,738,"H","Cannabis sativa","marijuana","Cannabis sativa",1335
"I","Brassicaceae","Capsella",18,739,"H","Capsella bursa-pastoris","shepherd's-purse","Capsella bursa-pastoris",1336
"I","Fabaceae","Caragana",21,740,"D","Caragana arborescens","Siberian peashrub","Caragana arborescens",1337
"N","Brassicaceae","Cardamine",18,80,"H","Cardamine concatenata","cut-leaved toothwort","Cardamine concatenata",1338
"N","Brassicaceae","Cardamine",18,80,"H","","","Cardamine douglassii",1339
"I","Brassicaceae","Cardamine",18,80,"H","Cardamine impatiens","narrowleaf bittercress","Cardamine impatiens",1340
"N","Brassicaceae","Cardamine",18,80,"H","Cardamine rhomboidea","spring cress","Cardamine bulbosa",1341
"N","Brassicaceae","Cardamine",18,80,"H","Cardamine pensylvanica","Pensylvania bitter cress","Cardamine pensylvanica",1342
"N","Brassicaceae","Cardamine",18,80,"H","Cardamine pratensis, Cardamine pratensis var. palustris","cuckoo flower","Cardamine pratensis",1343
"I","Brassicaceae","Cardamine",18,80,"H","Cardamine pratensis var. pratensis","cuckoo flower","Cardamine pratensis",1344
"N","Brassicaceae","Cardamine",18,80,"H","Cardamine parviflora var. arenicola","small-flowered bitter cress","Cardamine parviflora",1345
"I","Asteraceae","Carduus",5,447,"H","","plumeless thistle","Carduus acanthoides subsp. acanthoides",1346
"I","Asteraceae","Carduus",5,447,"H","Carduus nutans","nodding thistle","Carduus nutans",1347
"N","Cyperaceae","Carex",36,43,"G","Carex albursina","white bear sedge","Carex albursina",1348
"N","Cyperaceae","Carex",36,43,"G","Carex alopecoidea","foxtail sedge","Carex alopecoidea",1349
"N","Cyperaceae","Carex",36,43,"G","Carex vulpinoidea var. ambigua","yellow-fruit sedge","Carex annectens",1350
"N","Cyperaceae","Carex",36,43,"G","Carex adusta","browned sedge","Carex adusta",1351
"N","Cyperaceae","Carex",36,43,"G","Carex aquatilis var. aquatilis","aquatic sedge","Carex aquatilis var. aquatilis",1352
"N","Cyperaceae","Carex",36,43,"G","Carex aquatilis var. substricta","aquatic sedge","Carex aquatilis var. substricta",1353
"N","Cyperaceae","Carex",36,43,"G","Carex arcta","northern clustered sedge","Carex arcta",1354
"N","Cyperaceae","Carex",36,43,"G","Carex aquatilis","aquatic sedge","Carex aquatilis",1355
"N","Cyperaceae","Carex",36,43,"G","Carex assiniboinensis","assiniboine sedge","Carex assiniboinensis",1356
"N","Cyperaceae","Carex",36,43,"G","Carex atherodes","slough sedge","Carex atherodes",1357
"N","Cyperaceae","Carex",36,43,"G","Carex aurea","golden-fruited sedge","Carex aurea",1358
"N","Cyperaceae","Carex",36,43,"G","Carex backii s.l.","Back's sedge","Carex backii",1359
"N","Cyperaceae","Carex",36,43,"G","Carex bebbii","Bebb's sedge","Carex bebbii",1360
"N","Cyperaceae","Carex",36,43,"G","Carex bicknellii","Bicknell's sedge","Carex bicknellii",1361
"N","Cyperaceae","Carex",36,43,"G","Carex blanda","charming sedge","Carex blanda",1362
"N","Cyperaceae","Carex",36,43,"G","Carex brevior s.l.","plains oval sedge","Carex brevior",1363
"N","Cyperaceae","Carex",36,43,"G","","brome-like sedge","Carex bromoides subsp. bromoides",1364
"N","Cyperaceae","Carex",36,43,"G","Carex brunnescens","brownish sedge","Carex brunnescens",1365
"N","Cyperaceae","Carex",36,43,"G","Carex brunnescens","brownish sedge","Carex brunnescens subsp. brunnescens",1366
"N","Cyperaceae","Carex",36,43,"G","Carex brunnescens","brownish sedge","Carex brunnescens subsp. sphaerostachya",1367
"N","Cyperaceae","Carex",36,43,"G","Carex arctata","drooping wood sedge","Carex arctata",1368
"N","Cyperaceae","Carex",36,43,"G","Carex canescens","silvery sedge","Carex canescens",1369
"N","Cyperaceae","Carex",36,43,"G","Carex canescens","silvery sedge","Carex canescens subsp. canescens",1370
"N","Cyperaceae","Carex",36,43,"G","Carex canescens","silvery sedge","Carex canescens subsp. disjuncta",1371
"N","Cyperaceae","Carex",36,43,"G","Carex capillaris","hair-like sedge","Carex capillaris",1372
"N","Cyperaceae","Carex",36,43,"G","Carex careyana","Carey's sedge","Carex careyana",1373
"N","Cyperaceae","Carex",36,43,"G","Carex castanea","chestnut-colored sedge","Carex castanea",1374
"N","Cyperaceae","Carex",36,43,"G","Carex sparganioides var. cephaloidea","cluster bracted sedge","Carex cephaloidea",1375
"N","Cyperaceae","Carex",36,43,"G","Carex cephalophora","oval-headed sedge","Carex cephalophora",1376
"N","Cyperaceae","Carex",36,43,"G","Carex chordorrhiza","creeping sedge","Carex chordorrhiza",1377
"N","Cyperaceae","Carex",36,43,"G","","colonial sedge","Carex communis var. communis",1378
"N","Cyperaceae","Carex",36,43,"G","Carex comosa","bristly sedge","Carex comosa",1379
"N","Cyperaceae","Carex",36,43,"G","Carex conjuncta","jointed sedge","Carex conjuncta",1380
"N","Cyperaceae","Carex",36,43,"G","Carex buxbaumii","Buxbaum's sedge","Carex buxbaumii",1381
"N","Cyperaceae","Carex",36,43,"G","Carex crawei","Crawe's sedge","Carex crawei",1382
"N","Cyperaceae","Carex",36,43,"G","Carex crawfordii","Crawford's sedge","Carex crawfordii",1383
"N","Cyperaceae","Carex",36,43,"G","","fringe sedge","Carex crinita var. crinita",1384
"N","Cyperaceae","Carex",36,43,"G","Carex cristatella","crested sedge","Carex cristatella",1385
"N","Cyperaceae","Carex",36,43,"G","Carex crus-corvi","raven's foot sedge","Carex crus-corvi",1386
"N","Cyperaceae","Carex",36,43,"G","Carex cryptolepis","cryptic sedge","Carex cryptolepis",1387
"N","Cyperaceae","Carex",36,43,"G","Carex davisii","Davis' sedge","Carex davisii",1388
"N","Cyperaceae","Carex",36,43,"G","Carex debilis var. rudgei","weak sedge","Carex debilis var. rudgei",1389
"N","Cyperaceae","Carex",36,43,"G","","northern sedge","Carex deflexa var. deflexa",1390
"N","Cyperaceae","Carex",36,43,"G","","Dewey's sedge","Carex deweyana var. deweyana",1391
"N","Cyperaceae","Carex",36,43,"G","Carex diandra","lesser panicled sedge","Carex diandra",1392
"N","Cyperaceae","Carex",36,43,"G","Carex disperma","soft-leaved sedge","Carex disperma",1393
"N","Cyperaceae","Carex",36,43,"G","Carex stenophylla","spike rush sedge","Carex duriuscula",1394
"N","Cyperaceae","Carex",36,43,"G","Carex eburnea","ivory sedge","Carex eburnea",1395
"N","Cyperaceae","Carex",36,43,"G","Carex echinata subsp. echinata","slender sedge","Carex echinata subsp. echinata",1396
"N","Cyperaceae","Carex",36,43,"G","Carex tenera var. echinodes","marsh straw sedge","Carex echinodes",1397
"N","Cyperaceae","Carex",36,43,"G","Carex emoryi","Emory's sedge","Carex emoryi",1398
"N","Cyperaceae","Carex",36,43,"G","Carex exilis","coastal sedge","Carex exilis",1399
"N","Cyperaceae","Carex",36,43,"G","","thread-leaved sedge","Carex filifolia var. filifolia",1400
"N","Cyperaceae","Carex",36,43,"G","Carex flava","yellow sedge","Carex flava",1401
"N","Cyperaceae","Carex",36,43,"G","Carex foenea","hay sedge","Carex foenea",1402
"N","Cyperaceae","Carex",36,43,"G","Carex formosa","handsome sedge","Carex formosa",1403
"N","Cyperaceae","Carex",36,43,"G","Carex garberi","Garber's sedge","Carex garberi",1404
"N","Cyperaceae","Carex",36,43,"G","Carex gracillima","graceful sedge","Carex gracillima",1405
"N","Cyperaceae","Carex",36,43,"G","Carex granularis","granular sedge","Carex granularis",1406
"N","Cyperaceae","Carex",36,43,"G","Carex gravida","heavy sedge","Carex gravida",1407
