"native","physiognomy","nameDNR","commonName","emergingTaxonomy","synonymGC","genus"
"I","D","Rubus idaeus var. idaeus","European raspberry","","","Rubus"
"N","D","Rubus idaeus var. strigosus","wild red raspberry","","Rubus idaeus var. strigosus","Rubus"
"N","D","Rubus ithacanus","Ithica dewberry","","Rubus flagellaris s.l.","Rubus"
"N","D","Rubus missouricus","Missouri bristle-berry","","","Rubus"
"N","D","Rubus multifer","Kinnickinnick dewberry","","Rubus flagellaris s.l.","Rubus"
"N","D","Rubus occidentalis","black raspberry","","Rubus occidentalis","Rubus"
"N","D","Rubus parviflorus","thimbleberry","","Rubus parviflorus","Rubus"
"I","D","Rubus parvifolius","small-leaf bramble","","","Rubus"
"N","D","Rubus plicatifolius","plaitleaf dewberry","","Rubus flagellaris s.l., Rubus recurvicaulis","Rubus"
"N","H","Rubus pubescens","dwarf raspberry","","Rubus pubescens","Rubus"
"N","D","Rubus quaesitus","Prince Edward Island blackberry","","","Rubus"
"N","D","Rubus recurvans","recurved blackberry","","Rubus pensilvanicus s.l.","Rubus"
"N","D","Rubus regionalis","a species of bristleberry","","Rubus setosus","Rubus"
"N","D","Rubus rosa","rose blackberry","","Rubus xrosa","Rubus"
"N","D","Rubus satis","Downy dewberry","","Rubus flagellaris s.l.","Rubus"
"N","D","Rubus semisetosus","swamp blackberry","","Rubus setosus","Rubus"
"N","D","Rubus steelei","Steele's dewberry","","Rubus flagellaris s.l.","Rubus"
"N","D","Rubus stipulatus","bristle-berry","","","Rubus"
"N","D","Rubus superioris","Lake Superior blackberry","","Rubus pensilvanicus s.l.","Rubus"
"N","D","Rubus uniformis","thornless dewberry","","Rubus setosus","Rubus"
"N","D","Rubus vermontanus","Vermont bristle-berry","","Rubus setosus","Rubus"
"N","D","Rubus wheeleri","Wheeler's blackberry","","Rubus setosus","Rubus"
"N","D","Rubus wisconsinensis","Wisconsin Bristleberry","","Rubus pensilvanicus s.l.","Rubus"
"N","D","Rubus xneglectus","hybrid red raspberry","","Rubus xneglectus","Rubus"
"N","H","Rudbeckia hirta var. pulcherrima","black-eyed susan","","Rudbeckia hirta var. pulcherrima","Rudbeckia"
"N","H","Rudbeckia laciniata var. laciniata","cutleaf coneflower","","Rudbeckia laciniata","Rudbeckia"
"I","H","Rudbeckia subtomentosa","sweet coneflower","","Rudbeckia subtomentosa","Rudbeckia"
"N","H","Rudbeckia triloba var. triloba","three-leaved coneflower","","Rudbeckia triloba","Rudbeckia"
"N","H","Ruellia humilis","wild petunia","","Ruellia humilis","Ruellia"
"I","H","Rumex acetosa","green sorrel","","Rumex acetosa","Rumex"
"I","H","Rumex acetosella","common sheep sorrel","","Rumex acetosella","Rumex"
"N","H","Rumex altissimus","tall water dock","","Rumex altissimus","Rumex"
"N","H","Rumex britannica","great water dock","","Rumex orbiculatus","Rumex"
"I","H","Rumex crispus","curly dock","","Rumex crispus","Rumex"
"N","H","Rumex fueginus","golden dock","","Rumex maritimus var. fueginus","Rumex"
"I","H","Rumex longifolius","domestic dock","","Rumex longifolius","Rumex"
"I","H","Rumex obtusifolius","bitter dock","","Rumex obtusifolius","Rumex"
"I","H","Rumex patientia","patience dock","","Rumex patientia","Rumex"
"I","H","Rumex pseudonatronatus","field dock","","","Rumex"
"I","H","Rumex stenophyllus","narrow-leaved dock","","Rumex stenophyllus","Rumex"
"N","H","Rumex triangulivalvis","Mexican dock","","","Rumex"
"N","H","Rumex verticillatus","whorled water dock","","Rumex verticillatus","Rumex"
"N","H,S","Ruppia cirrhosa","spiral ditchgrass","","Ruppia maritima","Ruppia"
"N","H","Sagina nodosa subsp. borealis","knotty pearlwort","","Sagina nodosa var. borealis","Sagina"
"I","H","Sagina procumbens","bird's eye pearlwort","","Sagina procumbens","Sagina"
"N","H","Sagittaria brevirostra","short-beaked arrowhead","","Sagittaria brevirostra","Sagittaria"
"N","H","Sagittaria cristata","crested arrowhead","","Sagittaria graminea var. cristata","Sagittaria"
"N","H,S","Sagittaria cuneata","arum-leaved arrowhead","","Sagittaria cuneata","Sagittaria"
"N","H","Sagittaria latifolia","broad-leaved arrowhead","","Sagittaria latifolia","Sagittaria"
"N","H","Sagittaria montevidensis subsp. calycina","hooded arrowhead","","Sagittaria calycina","Sagittaria"
"N","H,S","Sagittaria rigida","sessile-fruited arrowhead","","Sagittaria rigida","Sagittaria"
"N","H","Salicornia rubra","red saltwort","","Salicornia rubra","Salicornia"
"I","D","Salix alba","white willow","","Salix alba","Salix"
"N","D","Salix amygdaloides","peach-leaved willow","","Salix amygdaloides","Salix"
"N","D","Salix bebbiana","Bebb's willow","","Salix bebbiana","Salix"
"N","D","Salix candida","sage-leaved willow","","Salix candida","Salix"
"N","D","Salix discolor","pussy willow","","Salix discolor","Salix"
"N","D","Salix eriocephala","heart-leaved willow","Salix eriocephala var. eriocephala","Salix eriocephala s.l.","Salix"
"N","D","Salix famelica","heart-leaved willow","Salix eriocephala var. famelica","Salix eriocephala s.l.","Salix"
"N","D","Salix humilis","prairie willow","","Salix humilis","Salix"
"N","D","Salix humilis var. humilis","prairie willow","","Salix humilis","Salix"
"N","D","Salix humilis var. tristis","prairie willow","","Salix humilis","Salix"
"N","D","Salix interior","sandbar willow","","Salix exigua, Salix exigua subsp. interior","Salix"
"N","D","Salix lucida","shining willow","","Salix lucida, Salix lucida var. lucida","Salix"
"N","D","Salix maccalliana","McCalla's willow","","","Salix"
"N","D","Salix nigra","black willow","","Salix nigra","Salix"
"N","D","Salix pedicellaris","bog willow","","Salix pedicellaris","Salix"
"N","D","Salix pellita","satiny willow","","Salix pellita","Salix"
"I","D","Salix pentandra","bay-leaved willow","","Salix pentandra","Salix"
"N","D","Salix petiolaris","slender willow","","Salix petiolaris","Salix"
"N","D","Salix planifolia","diamond-leaved willow","","Salix planifolia","Salix"
"N","D","Salix pseudomonticola","false mountain willow","","","Salix"
"N","D","Salix pyrifolia","balsam willow","","Salix pyrifolia","Salix"
"N","D","Salix sericea","silky willow","","Salix sericea","Salix"
"N","D","Salix serissima","autumn willow","","Salix serissima","Salix"
"I","D","Salix xfragilis","crank willow","","Salix fragilis","Salix"
"I","H","Salsola collina","salsola tumbleweed","","Salsola collina","Salsola"
"I","H","Salsola tragus","Russian thistle","","Salsola tragus","Salsola"
"I","H","Salvia reflexa","lance-leaved sage","","Salvia reflexa","Salvia"
"N","D","Sambucus canadensis var. canadensis","common elder","","Sambucus canadensis var. canadensis","Sambucus"
"N","D","Sambucus racemosa var. pubens","red-berried elder","","Sambucus racemosa var. pubens","Sambucus"
"N","H","Sanguinaria canadensis","bloodroot","","Sanguinaria canadensis","Sanguinaria"
"N","H","Sanicula canadensis","Canadian black snakeroot","","Sanicula canadensis","Sanicula"
"N","H","Sanicula canadensis var. canadensis","Canada black snakeroot","","","Sanicula"
"N","H","Sanicula canadensis var. grandis","Canada black snakeroot","","","Sanicula"
"N","H","Sanicula marilandica","maryland black snakeroot","","Sanicula marilandica","Sanicula"
"N","H","Sanicula odorata","clustered black snakeroot","","Sanicula gregaria","Sanicula"
"N","H","Sanicula trifoliata","beaked snakeroot","","Sanicula trifoliata","Sanicula"
"I","H","Saponaria officinalis","bouncing bet","","Saponaria officinalis","Saponaria"
"N","H","Sarracenia purpurea subsp. purpurea","pitcher plant","","Sarracenia purpurea var. purpurea","Sarracenia"
"N","H","Satureja vulgaris","wild basil","Clinopodium vulgare","Satureja vulgaris","Satureja"
"N","H","Saxifraga cernua","nodding saxifrage","","Saxifraga cernua","Saxifraga"
"N","H","Saxifraga paniculata","encrusted saxifrage","","Saxifraga aizoon","Saxifraga"
"N","H","Sceptridium dissectum","cutleaf grape-fern","","Botrychium dissectum","Sceptridium"
"N","H","Sceptridium multifidum","leathery grape-fern","","Botrychium multifidum","Sceptridium"
"N","H","Sceptridium oneidense","blunt-lobed grape-fern","","Botrychium oneidense","Sceptridium"
"N","H","Sceptridium rugulosum","Laurentian grape-fern","","Botrychium rugulosum","Sceptridium"
"N","G","Schedonnardus paniculatus","tumble grass","","Schedonnardus paniculatus","Schedonnardus"
"I","G","Schedonorus arundinaceus","tall fescue","","Festuca elatior","Schedonorus"
"I","G","Schedonorus pratensis","meadow fescue","","Festuca pratensis","Schedonorus"
"N","H","Scheuchzeria palustris","scheuchzeria","","Scheuchzeria palustris","Scheuchzeria"
"N","G","Schizachne purpurascens","false melic grass","","Schizachne purpurascens, Schizachne purpurascens var. pubescens, Schizachne purpurascens var. purpurascens","Schizachne"
"N","G","Schizachyrium scoparium var. scoparium","little bluestem","","Schizachyrium scoparium var. scoparium","Schizachyrium"
"N","G","Schoenoplectiella purshiana","weak-stalk bulrush","","Scirpus smithii","Schoenoplectiella"
"N","G","Schoenoplectiella purshiana var. purshiana","weak-stalk bulrush","","Scirpus smithii","Schoenoplectiella"
"N","G","Schoenoplectiella purshiana var. williamsii","weak-stalk bulrush","","","Schoenoplectiella"
"N","G","Schoenoplectiella smithii","blunt-scale bulrush","","Scirpus smithii","Schoenoplectiella"
"N","G","Schoenoplectiella smithii var. setosa","blunt-scale bulrush","","Scirpus smithii","Schoenoplectiella"
"N","G","Schoenoplectiella smithii var. smithii","blunt-scale bulrush","","Scirpus smithii","Schoenoplectiella"
"N","G","Schoenoplectus acutus var. acutus","hardstem bulrush","","Scirpus acutus","Schoenoplectus"
"N","G","Schoenoplectus acutus x tabernaemontani","bulrush","","","Schoenoplectus"
"N","G","Schoenoplectus heterochaetus","slender bulrush","","Scirpus heterochaetus","Schoenoplectus"
"N","G","Schoenoplectus pungens","three-square bulrush","","Scirpus pungens","Schoenoplectus"
"N","G","Schoenoplectus subterminalis","swaying bulrush","","Scirpus subterminalis","Schoenoplectus"
"N","G","Schoenoplectus tabernaemontani","soft stem bulrush","","Scirpus validus","Schoenoplectus"
"N","G","Schoenoplectus torreyi","Torrey's bulrush","","Scirpus torreyi","Schoenoplectus"
"N","G","Schoenoplectus xoblongus","bulrush","","","Schoenoplectus"
"I","D","Scilla siberica","Siberian squill","","Scilla sibirica","Scilla"
"N","G","Scirpus atrocinctus","black-girdled woolgrass","","Scirpus cyperinus s.l.","Scirpus"
"N","G","Scirpus atrovirens","dark green bulrush","","Scirpus atrovirens s.l., Scirpus atrovirens var. atrovirens","Scirpus"
"N","G","Scirpus cyperinus","woolgrass","","Scirpus cyperinus s.l.","Scirpus"
"N","G","Scirpus georgianus","Georgia bulrush","","Scirpus georgianus","Scirpus"
"N","G","Scirpus hattorianus","mosquito bulrush","","Scirpus hattorianus","Scirpus"
"N","G","Scirpus microcarpus","panicled bulrush","","Scirpus microcarpus","Scirpus"
"N","G","Scirpus pallidus","pale bulrush","","Scirpus atrovirens s.l., Scirpus atrovirens var. pallidus","Scirpus"
"N","G","Scirpus pedicellatus","stalked bulrush","","Scirpus cyperinus s.l.","Scirpus"
"N","G","Scirpus pendulus","rufous bulrush","","Scirpus pendulus","Scirpus"
"I","H","Scleranthus annuus subsp. annuus","knawel","","Scleranthus annuus","Scleranthus"
"I","H","Scleranthus perennis","perennial knawel","","","Scleranthus"
"N","G","Scleria triglomerata","tall nutrush","","Scleria triglomerata","Scleria"
"N","G","Scleria verticillata","whorled nutrush","","Scleria verticillata","Scleria"
"N","G","Scolochloa festucacea","whitetop","","Scolochloa festucacea","Scolochloa"
"N","H","Scrophularia lanceolata","lance-leaved figwort","","Scrophularia lanceolata","Scrophularia"
"N","H","Scrophularia marilandica","Maryland figwort","","Scrophularia marilandica","Scrophularia"
"N","H","Scutellaria galericulata","marsh skullcap","","Scutellaria galericulata","Scutellaria"
"N","H","Scutellaria lateriflora","mad dog skullcap","","Scutellaria lateriflora","Scutellaria"
"N","H","Scutellaria leonardii","Leonard's skullcap","","Scutellaria leonardii","Scutellaria"
"N","H","Scutellaria ovata var. versicolor","ovate-leaved skullcap","","Scutellaria ovata var. versicolor","Scutellaria"
"N","H","Scutellaria parvula","prairie skullcap","","Scutellaria parvula","Scutellaria"
"I","H","Securigera varia","crownvetch","","Coronilla varia","Securigera"
"I","H","Sedum acre","mossy stonecrop","","Sedum acre","Sedum"
"N","H","Selaginella rupestris","rock spikemoss","","Selaginella rupestris","Selaginella"
"N","H","Selaginella selaginoides","northern spikemoss","","Selaginella selaginoides","Selaginella"
"N","H","Senecio integerrimus var. integerrimus","entire ragwort","","Senecio integerrimus","Senecio"
"I","H","Senecio viscosus","sticky ragwort","","Senecio viscosus","Senecio"
"I","H","Senecio vulgaris","common groundsel","","Senecio vulgaris","Senecio"
"I","G","Setaria faberi","giant foxtail","","Setaria faberi","Setaria"
"I","G","Setaria italica","foxtail millet","","Setaria italica","Setaria"
"I","G","Setaria pumila","yellow foxtail","","","Setaria"
"I","G","Setaria pumila subsp. pallidefusca","yellow foxtail","","","Setaria"
"I","G","Setaria pumila subsp. pumila","yellow foxtail","","Setaria glauca","Setaria"
"I","G","Setaria verticillata","bristly foxtail","","Setaria verticillata","Setaria"
"I","G","Setaria viridis","green foxtail","","Setaria viridis","Setaria"
"I","G","Setaria viridis var. major","green foxtail","","Setaria viridis var. major","Setaria"
"I","G","Setaria viridis var. viridis","green foxtail","","Setaria viridis var. viridis","Setaria"
"N","D","Shepherdia argentea","buffaloberry","","Shepherdia argentea","Shepherdia"
"N","D","Shepherdia canadensis","soapberry","","Shepherdia canadensis","Shepherdia"
"N","H","Shinnersoseris rostrata","annual skeletonweed","","Lygodesmia rostrata","Shinnersoseris"
"N","B","Sibbaldiopsis tridentata","three-toothed cinquefoil","","Potentilla tridentata","Sibbaldiopsis"
"N","H","Sicyos angulatus","bur cucumber","","Sicyos angulatus","Sicyos"
"N","H","Silene antirrhina","sleepy catchfly","","Silene antirrhina","Silene"
"I","H","Silene armeria","sweet William catchfly","","Silene armeria","Silene"
"I","H","Silene csereii","smooth catchfly","","Silene csereii","Silene"
"I","H","Silene dichotoma subsp. dichotoma","forking catchfly","","Silene dichotoma","Silene"
"I","H","Silene dioica","red cockle","","Silene dioica","Silene"
"N","H","Silene drummondii subsp. drummondii","Drummond's campion","","Silene drummondii","Silene"
"I","H","Silene flos-cuculi subsp. flos-cuculi","ragged robin","","Lychnis flos-cuculi","Silene"
"N","H","Silene hitchguirei","mountain campion","","","Silene"
"I","H","Silene latifolia","white campion","","Silene latifolia","Silene"
"N","H","Silene nivea","snowy campion","","Silene nivea","Silene"
"I","H","Silene noctiflora","night-flowering campion","","Silene noctiflora","Silene"
"N","H","Silene stellata","starry campion","","Silene stellata, Silene stellata var. scabrella, Silene stellata var. stellata","Silene"
"I","H","Silene vulgaris subsp. vulgaris","bladder campion","","Silene vulgaris","Silene"
"N","H","Silphium laciniatum","compass plant","","Silphium laciniatum","Silphium"
"N","H","Silphium perfoliatum var. perfoliatum","cup plant","","Silphium perfoliatum","Silphium"
"I","H","Sinapis arvensis","wild mustard","","Sinapis arvensis","Sinapis"
"I","H","Sisymbrium altissimum","tumble mustard","","Sisymbrium altissimum","Sisymbrium"
"I","H","Sisymbrium loeselii","tall hedge mustard","","Sisymbrium loeselii","Sisymbrium"
"I","H","Sisymbrium officinale","hedge mustard","","Sisymbrium officinale","Sisymbrium"
"N","H","Sisyrinchium angustifolium","narrowleaf blue-eyed grass","","Sisyrinchium angustifolium","Sisyrinchium"
"N","H","Sisyrinchium campestre","field blue-eyed grass","","Sisyrinchium campestre","Sisyrinchium"
"N","H","Sisyrinchium montanum var. montanum","mountain blue-eyed grass","","Sisyrinchium montanum, Sisyrinchium montanum var. crebrum, Sisyrinchium montanum var. montanum","Sisyrinchium"
"N","H","Sisyrinchium mucronatum","pointed-petal blue-eyed grass","","Sisyrinchium mucronatum","Sisyrinchium"
"N","H","Sium suave","water parsnip","","Sium suave","Sium"
"N","H","Smilax ecirrhata","erect carrion flower","","Smilax ecirrhata","Smilax"
"N","H","Smilax herbacea","smooth carrion flower","","Smilax herbacea, Smilax herbacea var. herbacea","Smilax"
"N","H","Smilax illinoensis","Illinois carrion flower","","Smilax illinoensis","Smilax"
"N","H","Smilax lasioneura","common carrion flower","","Smilax herbacea var. lasioneura","Smilax"
"N","C","Smilax tamnoides","bristly greenbrier","","Smilax hispida","Smilax"
"I","H","Solanum carolinense var. carolinense","Carolina horsenettle","","","Solanum"
"I","H","Solanum dulcamara","bittersweet nightshade","","Solanum dulcamara","Solanum"
"N","H","Solanum emulans","black nightshade","","Solanum nigrum var. virginicum","Solanum"
"N","H","Solanum nitidibaccatum","hairy nightshade","","","Solanum"
"N","H","Solanum rostratum","buffalo bur","","Solanum rostratum","Solanum"
"N","H","Solanum triflorum","three-flowered nightshade","","Solanum triflorum","Solanum"
"N","H","Solidago altissima","late goldenrod","","Solidago canadensis s.l.","Solidago"
"N","H","Solidago altissima subsp. altissima","late goldenrod","","Solidago canadensis var. scabra","Solidago"
"N","H","Solidago altissima subsp. gilvocanescens","late goldenrod","","Solidago canadensis var. gilvocanescens","Solidago"
"N","H","Solidago canadensis","Canada goldenrod","","Solidago canadensis s.l.","Solidago"
"N","H","Solidago canadensis var. canadensis","Canada goldenrod","","Solidago canadensis var. canadensis","Solidago"
"N","H","Solidago canadensis var. hargeri","Canada goldenrod","","Solidago canadensis var. hargeri","Solidago"
"N","H","Solidago flexicaulis","zigzag goldenrod","","Solidago flexicaulis","Solidago"
"N","H","Solidago gigantea","giant goldenrod","","Solidago gigantea","Solidago"
"N","H","Solidago hispida","hairy goldenrod","","Solidago hispida, Solidago hispida var. arnoglossa, Solidago hispida var. hispida","Solidago"
"N","H","Solidago juncea","early goldenrod","","Solidago juncea","Solidago"
"N","H","Solidago missouriensis","Missouri goldenrod","","Solidago missouriensis, Solidago missouriensis var. fasciculata, Solidago missouriensis var. missouriensis","Solidago"
"N","H","Solidago mollis","soft goldenrod","","Solidago mollis","Solidago"
"N","H","Solidago nemoralis","gray goldenrod","","Solidago nemoralis","Solidago"
"N","H","Solidago nemoralis subsp. decemflora","gray goldenrod","","Solidago nemoralis var. longipetiolata","Solidago"
"N","H","Solidago nemoralis subsp. nemoralis","gray goldenrod","","Solidago nemoralis var. nemoralis","Solidago"
"N","H","Solidago ptarmicoides","upland white aster","","Solidago ptarmicoides","Solidago"
"N","H","Solidago riddellii","Riddell's goldenrod","","Solidago riddellii","Solidago"
"N","H","Solidago rigida","stiff goldenrod","","Solidago rigida","Solidago"
"N","H","Solidago rigida subsp. humilis","stiff goldenrod","","Solidago rigida var. humilis","Solidago"
"N","H","Solidago rigida subsp. rigida","stiff goldenrod","","Solidago rigida var. rigida","Solidago"
"N","H","Solidago sciaphila","cliff goldenrod","","Solidago sciaphila","Solidago"
"N","H","Solidago speciosa","showy goldenrod","","Solidago speciosa","Solidago"
"N","H","Solidago speciosa var. rigidiuscula","showy goldenrod","","Solidago speciosa var. rigidiuscula","Solidago"
"N","H","Solidago speciosa var. speciosa","showy goldenrod","","Solidago speciosa var. jejunifolia, Solidago speciosa var. speciosa","Solidago"
"N","H","Solidago uliginosa","bog goldenrod","","Solidago uliginosa","Solidago"
"N","H","Solidago ulmifolia var. ulmifolia","elm-leaved goldenrod","","Solidago ulmifolia","Solidago"
"N","H","Solidago xbernardii","bernard's goldenrod","","Solidago xbernardii","Solidago"
"I","H","Sonchus arvensis","field sow thistle","","Sonchus arvensis s.l.","Sonchus"
"I","H","Sonchus arvensis subsp. arvensis","field sow thistle","","Sonchus arvensis var. arvensis","Sonchus"
"I","H","Sonchus arvensis subsp. uliginosus","field sow thistle","","Sonchus arvensis var. glabrescens","Sonchus"
"I","H","Sonchus asper","spiny sow thistle","","Sonchus asper","Sonchus"
"I","H","Sonchus oleraceus","common sow thistle","","Sonchus oleraceus","Sonchus"
"I","D","Sorbaria sorbifolia","false spiraea","","Sorbaria sorbifolia","Sorbaria"
"N","D","Sorbus americana","American mountain ash","","Sorbus americana","Sorbus"
"I","D","Sorbus aucuparia","European mountain ash","","Sorbus aucuparia","Sorbus"
"N","D","Sorbus decora","showy mountain ash","","Sorbus decora","Sorbus"
"N","G","Sorghastrum nutans","Indian grass","","Sorghastrum nutans","Sorghastrum"
"N","H","Sparganium americanum","Nuttall's bur-reed","","Sparganium americanum","Sparganium"
"N","H","Sparganium androcladum","branching bur-reed","","Sparganium androcladum","Sparganium"
"N","H,S","Sparganium angustifolium","narrow-leaved bur-reed","","Sparganium angustifolium","Sparganium"
"N","H","Sparganium emersum","narrowleaf bur-reed","","Sparganium chlorocarpum, Sparganium emersum s.s.","Sparganium"
"N","H","Sparganium eurycarpum","giant bur-reed","","Sparganium eurycarpum","Sparganium"
"N","F,H,S","Sparganium fluctuans","floating bur-reed","","Sparganium fluctuans","Sparganium"
"N","H","Sparganium glomeratum","clustered bur-reed","","Sparganium glomeratum","Sparganium"
"N","H,S","Sparganium natans","small bur-reed","","Sparganium minimum","Sparganium"
"N","G","Spartina gracilis","alkali cordgrass","","Spartina gracilis","Spartina"
"N","G","Spartina pectinata","prairie cordgrass","","Spartina pectinata","Spartina"
"I","H","Spergula arvensis","corn spurry","","Spergula arvensis","Spergula"
"I","H","Spergularia rubra","red sand spurrey","","Spergularia rubra","Spergularia"
"U","H","Spermolepis inermis","","","Spermolepis inermis","Spermolepis"
"N","H","Sphaeralcea coccinea var. coccinea","scarlet globemallow","","Sphaeralcea coccinea","Sphaeralcea"
"N","G","Sphenopholis intermedia","slender wedge grass","","Sphenopholis obtusata s.l., Sphenopholis obtusata var. major","Sphenopholis"
"N","G","Sphenopholis obtusata","prairie wedge grass","","Sphenopholis obtusata s.l., Sphenopholis obtusata var. obtusata","Sphenopholis"
"N","H","Spinulum annotinum","bristly clubmoss","","Lycopodium annotinum","Spinulum"
"N","H","Spinulum canadense","northern bristly clubmoss","","","Spinulum"
"N","D","Spiraea alba var. alba","white meadowsweet","","Spiraea alba var. alba","Spiraea"
"N","D","Spiraea tomentosa var. rosea","steeplebush","","Spiraea tomentosa var. rosea","Spiraea"
"N","H","Spiranthes casei var. casei","Case's ladies' tresses","","Spiranthes casei","Spiranthes"
"N","H","Spiranthes cernua","nodding ladies' tresses","Spiranthes incuva","Spiranthes cernua","Spiranthes"
"N","H","Spiranthes lacera","slender ladies' tresses","","Spiranthes lacera","Spiranthes"
"N","H","Spiranthes lacera var. gracilis","southern slender ladies' tresses","","Spiranthes lacera var. gracilis","Spiranthes"
"N","H","Spiranthes lacera var. lacera","northern slender ladies' tresses","","Spiranthes lacera var. lacera","Spiranthes"
"N","H","Spiranthes magnicamporum","Great Plains ladies' tresses","","Spiranthes magnicamporum","Spiranthes"
"N","H","Spiranthes ovalis","lesser ladies' tresses","","","Spiranthes"
"N","H","Spiranthes romanzoffiana","hooded ladies' tresses","","Spiranthes romanzoffiana","Spiranthes"
"N","F,H","Spirodela polyrrhiza","greater duckweed","","Spirodela polyrhiza","Spirodela"
"N","G","Sporobolus compositus var. compositus","rough dropseed","","Sporobolus asper","Sporobolus"
"N","G","Sporobolus cryptandrus","sand dropseed","","Sporobolus cryptandrus, Sporobolus cryptandrus var. cryptandrus, Sporobolus cryptandrus var. fuscicolor","Sporobolus"
"N","G","Sporobolus heterolepis","prairie dropseed","","Sporobolus heterolepis","Sporobolus"
"N","G","Sporobolus neglectus","annual dropseed","","Sporobolus neglectus","Sporobolus"
"N","G","Sporobolus vaginiflorus var. vaginiflorus","poverty dropseed","","Sporobolus vaginiflorus","Sporobolus"
"N","H","Stachys hispida","smooth hedge nettle","","Stachys hispida","Stachys"
"N","H","Stachys palustris","woundwort","","Stachys palustris","Stachys"
"N","H","Stachys palustris var. homotricha","woundwort","","Stachys palustris var. homotricha","Stachys"
"N","H","Stachys palustris var. pilosa","woundwort","","Stachys palustris var. pilosa","Stachys"
"N","H","Stachys tenuifolia","narrow-leaved hedge nettle","","Stachys tenuifolia","Stachys"
"N","D","Staphylea trifolia","bladdernut","","Staphylea trifolia","Staphylea"
"N","H","Stellaria alsine","alsine chickweed","","Stellaria alsine","Stellaria"
"N","H","Stellaria borealis subsp. borealis","northern starwort","","Stellaria borealis var. borealis","Stellaria"
"N","H","Stellaria crassifolia","fleshy-leaved starwort","","Stellaria crassifolia","Stellaria"
"I","H","Stellaria graminea","lesser stitchwort","","Stellaria graminea","Stellaria"
"N","H","Stellaria longifolia","long-leaved chickweed","","Stellaria longifolia","Stellaria"
"N","H","Stellaria longipes subsp. longipes","long-stalked chickweed","","Stellaria longipes","Stellaria"
"I","H","Stellaria media","common chickweed","","Stellaria media","Stellaria"
"N","H","Streptopus amplexifolius","clasping leaved twistedstalk","","Streptopus amplexifolius, Streptopus amplexifolius var. americanus, Streptopus amplexifolius var. denticulatus","Streptopus"
"N","H","Streptopus lanceolatus","rose twistedstalk","","Streptopus roseus, Streptopus roseus var. longipes","Streptopus"
"N","H","Strophostyles helvola","trailing fuzzy bean","","Strophostyles helvola","Strophostyles"
"N","H","Strophostyles leiosperma","slickseed fuzzy bean","","Strophostyles leiosperma","Strophostyles"
"N","H,S","Stuckenia filiformis","thread-leaved pondweed","","Potamogeton filiformis","Stuckenia"
"N","H,S","Stuckenia filiformis subsp. alpina","thread-leaved pondweed","","Potamogeton filiformis var. borealis","Stuckenia"
"N","H,S","Stuckenia filiformis subsp. occidentalis","thread-leaved pondweed","","Potamogeton filiformis var. filiformis","Stuckenia"
"N","H,S","Stuckenia pectinata","sago pondweed","","Potamogeton pectinatus","Stuckenia"
"N","H,S","Stuckenia vaginata","sheathed pondweed","","Potamogeton vaginatus","Stuckenia"
"N","H","Suaeda calceoliformis","sea-blite","","Suaeda calceoliformis","Suaeda"
"N","H,S","Subularia aquatica subsp. americana","awlwort","","Subularia aquatica var. americana","Subularia"
"N","H","Sullivantia sullivantii","reniform sullivantia","","Sullivantia renifolia","Sullivantia"
"N","D","Symphoricarpos albus","snowberry","","Symphoricarpos albus","Symphoricarpos"
"N","D","Symphoricarpos occidentalis","wolfberry","","Symphoricarpos occidentalis","Symphoricarpos"
"N","H","Symphyotrichum boreale","bog aster","","Aster borealis","Symphyotrichum"
"N","H","Symphyotrichum ciliatum","short-rayed aster","","Aster brachyactis","Symphyotrichum"
"N","H","Symphyotrichum ciliolatum","Lindley's aster","","Aster ciliolatus","Symphyotrichum"
"N","H","Symphyotrichum cordifolium","heart-leaved aster","","Aster cordifolius","Symphyotrichum"
"N","H","Symphyotrichum drummondii var. drummondii","Drummond's aster","","Aster drummondii","Symphyotrichum"
"N","H","Symphyotrichum ericoides","heath aster","","Aster ericoides","Symphyotrichum"
"N","H","Symphyotrichum ericoides var. ericoides","heath aster","","","Symphyotrichum"
"N","H","Symphyotrichum ericoides var. pansum","heath aster","","","Symphyotrichum"
"N","H","Symphyotrichum falcatum var. commutatum","sickle-shaped aster","","Aster falcatus var. commutatus","Symphyotrichum"
"N","H","Symphyotrichum firmum","glossy-leaf aster","","Aster firmus","Symphyotrichum"
"N","H","Symphyotrichum laeve","smooth blue aster","","Aster laevis","Symphyotrichum"
"N","H","Symphyotrichum laeve var. geyeri","smooth aster","","Aster laevis var. geyeri","Symphyotrichum"
"N","H","Symphyotrichum laeve var. laeve","smooth aster","","Aster laevis var. laevis","Symphyotrichum"
"N","H","Symphyotrichum lanceolatum","panicled aster","","Aster lanceolatus","Symphyotrichum"
"N","H","Symphyotrichum lanceolatum var. hesperium","western panicled aster","","Aster hesperius","Symphyotrichum"
"N","H","Symphyotrichum lanceolatum var. hirsuticaule","white panicle aster","","","Symphyotrichum"
"N","H","Symphyotrichum lanceolatum var. interior","eastern panicled aster","","Aster lanceolatus var. interior","Symphyotrichum"
"N","H","Symphyotrichum lanceolatum var. lanceolatum","eastern panicled aster","","Aster lanceolatus var. lanceolatus, Aster lanceolatus var. simplex","Symphyotrichum"
"N","H","Symphyotrichum lateriflorum","side-flowering aster","","Aster lateriflorus","Symphyotrichum"
"N","H","Symphyotrichum novae-angliae","New England aster","","Aster novae-angliae","Symphyotrichum"
